tik_id,address,YEAR,Date construction begin - היתר תכנית חתומה - שלם ראשון,MINOR,MAJOR,distance,additional_year
10210,"יפו 21, גת רימון 6, גת רימון 4",1995,01/12/1995,0,,0,
10620,"יפו 62, העליה 2",1993,22/08/1993,3,,0,
20030,הרצל 3,1977,29/05/1977,2,,-,
20150,הרצל 15,1974,19/09/1974,,0,-,
30160,"נחלת בנימין 16, רמב""ם 11",1989,12/06/1989,2,,0,
30200,"נחלת בנימין 20, רבינוביץ שפ""ר 23",1981,28/08/1995,,0,0,
30330,נחלת בנימין 33,1995,19/02/1995,1,,0,
30380,"נחלת בנימין 38, מונטיפיורי 18",1991,07/08/1991,3,,0,
30450,"מונטיפיורי 17 א, מונטיפיורי 17, נחלת בנימין 45",1981,15/01/1981,0,,2,
30690,"נחלת בנימין 71, לילינבלום 37, נחלת בנימין 69",1990,17/12/1990,2,,-,
30730,"נחלת בנימין 73, לילינבלום 42",1991,30/10/1991,5,,0,
31550,נחלת בנימין 155,1995,18/12/1995,,1,0,
40010,"הירדן 4, הירקון 47, אלנבי 1, הירדן 6, , , , , ,",1992,29/11/1992,,0,1,
40100,"הירקון 45, אלנבי 10",1987,08/12/1987,6,,0,
40160,אלנבי 16,1986,12/09/1986,7,,0,
40220,"אלנבי 22, אלנבי 24",1988,22/01/1988,4,,3,
40350,"אלנבי 35, הס 2",1978,04/11/1978,1,,-,
40630,"אלנבי 63, בלפור 2",1993,20/05/1993,1,,-,
40640,אלנבי 64,1991,12/10/1991,8,,-,
40680,אלנבי 68,1983,11/11/1983,2,,1,
40750,אלנבי 75,1993,30/11/1993,2,,0,
40800,"רמב""ם 19, אלנבי 80",1978,30/07/1978,1,,-,
40820,"רמב""ם 28, רמב""ם 26, אלנבי 82",1986,06/10/1986,0,,0,
40920,"בית השואבה 2, אלנבי 92",1991,14/05/1991,8,,0,
40940,unk,1978,,0,,,
40950,אלנבי 95,1993,14/04/1993,0,,0,
41260,"לילינבלום 50, אלנבי 126",1988,13/10/1988,0,,0,
41300,"אלנבי 130, יהודה הלוי 45",1980,05/05/1980,1,,0,
60050,יהודה הלוי 5,1992,07/11/1992,3,,-,
60180,יהודה הלוי 18,1974,31/03/1974,,0,3,
60410,יהודה הלוי 41,1981,11/03/1981,,0,2,
60430,יהודה הלוי 43,1978,02/02/1978,0,,-,
60510,יהודה הלוי 51,1989,21/09/1989,6,,2,
60600,"יהודה הלוי 60, מזא""ה 51",1992,31/05/1992,3,,0,
60610,"יהודה הלוי 61, רמח""ל 6",1986,06/08/1986,7,,-,
60630,"יהודה הלוי 65, יפה בצלאל 16, יהודה הלוי 63, רמח""ל 5",1991,13/08/1991,,0,1,
60790,"יהודה הלוי 79, יהודה הלוי 81",1977,13/01/1977,2,,0,
60870,"יהודה הלוי 87, רוטשילד 74, נחמני 32, רוטשילד 76",1993,11/02/1993,,0,2,
60900,unk,1990,,0,,,
60950,יהודה הלוי 95,1990,13/12/1990,3,,2,
60960,"יהודה הלוי 96, החשמונאים 76",1989,18/04/1989,3,,-,
61310,יהודה הלוי 131,1988,16/06/1988,7,,0,
70060,לילינבלום 6,1995,04/02/1995,,1,0,
80140,רוטשילד 14,1991,21/05/1991,8,,-,
80230,רוטשילד 23,1988,01/10/1988,2,,-,
80410,"אחד העם 50, רוטשילד 41, רוטשילד 45, אחד העם 52,",1988,02/02/1988,0,,2,
80470,רוטשילד 47,1996,21/03/1996,2,,0,
80650,"נחמני 30, רוטשילד 65",1978,30/08/1978,,0,3,
80680,"רוטשילד 68, רוטשילד 70",1994,13/04/1994,3,,1,
80780,"נחמני 33, רוטשילד 78",1993,21/09/1993,1,,0,
80831,רוטשילד 83 א,1990,08/02/1990,3,,0,
80940,"רוטשילד 94, המגיד 1",1988,10/05/1988,,0,1,
80960,רוטשילד 96,1993,29/09/1993,3,,3,
81050,רוטשילד 105,1993,30/06/1993,3,,0,
81070,רוטשילד 107,1991,30/04/1991,3,,0,
81080,unk,1985,,0,,,
81090,רוטשילד 109,1992,03/01/1992,,1,3,
81210,רוטשילד 121,1982,27/06/1982,0,,0,
81310,רוטשילד 131,1993,31/05/1993,3,,0,
90120,"הכרמל 12, יעב""ץ 2, הכרמל 14, לפין 1",1981,21/05/1981,3,1,0,
90220,"קלישר 2, הכרמל 22",1991,17/10/1991,8,,0,
90310,"הכרמל 31, רבן גמליאל 25, רבן גמליאל 27, הכרמל 29",1988,28/11/1988,2,,-,
90440,"הכרמל 44, רמב""ם 1",1979,18/11/1979,0,,2,
100050,מונטיפיורי 5,1986,13/03/1986,4,,0,
100370,"מונטיפיורי 37, מונטיפיורי 37 א",1978,13/01/1978,,2,-,
100480,"מונטיפיורי 48, יפה בצלאל 2",1993,08/10/1993,,"0,2,4",3,
110350,"אחד העם 35, יוחנן בן זכאי 12",1993,19/04/1993,,"1,2,4",0,
110430,"אחד העם 43, נחמני 26",1989,25/01/1989,1,,0,
110650,אחד העם 65,1980,02/05/1980,,0,3,
110720,אחד העם 72,1989,13/01/1989,3,,2,
110790,אחד העם 79,1990,05/09/1990,3,,1,
110820,אחד העם 82,1988,28/02/1988,,0,-,
110970,"אחד העם 97, חיים ואלישע 22",1995,07/11/1995,,1,0,
111030,אחד העם 103,1990,20/12/1990,3,,0,
111120,אחד העם 112,1994,07/06/1994,0,,2,
111440,"הבימה 2, אחד העם 144",1994,22/03/1994,3,,1,
120030,"קלישר 3, צדוק הכהן 1",1988,18/12/1988,2,,0,
120090,"התבור 30, קלישר 9",1977,05/02/1977,0,,-,
120160,קלישר 16,1991,28/07/1991,,1,3,1975
120250,קלישר 25,1991,29/08/1991,,0,2,
120280,"קלישר 30, מוהליבר 18, קלישר 28, מוהליבר 20",1989,26/10/1989,,"0,2",3,
130110,"גרוזנברג 11, מוהליבר 16, יעב""ץ 33",1985,12/06/1985,,0,0,
140080,"מזא""ה 8, יבנה 2",1995,15/05/1995,3,,0,
140230,"מזא""ה 23, מלצ'ט 6, מזא""ה 25",1988,08/04/1988,,1,1,
140460,"מזא""ה 46",1987,10/01/1987,3,,2,
140600,"מזא""ה 60",1989,02/01/1989,0,,0,
140610,unk,1991,,0,,,
140640,"מזא""ה 64",1994,14/07/1994,1,,0,
150060,"רמב""ם 6, רבינוביץ שפ""ר 5",1988,30/10/1988,2,,0,
160050,"בלפור 5 א, בלפור 5",1992,09/07/1992,,"0,2",3,
160090,בלפור 9,1990,06/12/1990,3,,0,
160160,בלפור 16,1993,22/11/1993,1,,-,
170190,ברנר 19,1987,30/04/1987,0,,-,
180330,שיינקין 33,1990,15/07/1990,3,,0,
180530,"שיינקין 53, פיארברג 20",1982,20/09/1982,1,,0,
180720,שיינקין 72,1995,05/09/1995,3,,0,
190060,מרכז בעלי מלאכה 6,1980,08/04/1980,3,,1,
190260,מרכז בעלי מלאכה 26,1987,07/09/1987,,0,2,
190321,מרכז בעלי מלאכה 32 א,1977,05/06/1977,,0,1,
190380,"מרכז בעלי מלאכה 38, מרכז בעלי מלאכה 38 א",1994,31/05/1994,,"0,2",3,
190440,"מלצ'ט 25 א, מרכז בעלי מלאכה 44",1992,17/03/1992,3,,0,
210150,"חיות פרץ 1, העבודה 15",1977,08/03/1977,,0,0,
210200,"העבודה 20, יוחנן הסנדלר 30, העבודה 22",1991,27/06/1991,0,,0,
210400,העבודה 40,1987,14/01/1987,7,,-,
230100,ביאליק 10,1991,14/03/1991,,1,0,
690140,ביאליק 20,1979,27/06/1995,,0,0,
240140,הס 14,1988,20/11/1988,3,,0,
240190,"הס 19, אידלסון 24",1995,30/08/1995,5,,0,
240210,"אידלסון 25, הס 21",1993,29/09/1993,3,,0,
250300,"שלום עליכם 16, בן יהודה 30",1993,25/03/1993,,1,2,
250350,בן יהודה 35,1995,30/08/1995,0,,0,
250420,בן יהודה 42,1991,11/11/1991,,1,1,
250711,"בן יהודה 71 א, מאפו 11",1994,22/05/1994,4,,0,
250740,"בן יהודה 74, בן יהודה 74 א",1994,09/01/1994,0,,0,
250750,בן יהודה 75,1993,09/09/1993,,0,0,
250950,בן יהודה 95,1977,03/07/1977,,0,-,
250970,בן יהודה 97,1995,13/06/1995,2,,0,
251310,"בן יהודה 133, בן יהודה 131",1994,30/11/1994,,1,2,
251360,"בן יהודה 136, וייס איזיק הירש 1",1990,15/11/1990,,1,0,
251440,בן יהודה 144,1987,20/03/1987,2,,0,
251720,"ארלוזורוב 16, בן יהודה 172",1991,27/11/1991,,1,1,
251860,בן יהודה 186,1982,21/04/1982,0,,0,
252600,בן יהודה 260,1995,20/06/1995,,1,0,
260110,"סירקין 1, בוגרשוב 11",1989,26/02/1989,1,,0,
260370,"טבריה 8, בוגרשוב 37",1994,08/07/1994,3,,-,
260490,"פינסקר 45, בוגרשוב 49",1988,28/01/1988,2,,0,
260590,"בוגרשוב 59, בר כוכבא 17",1986,17/06/1986,1,,0,
260640,"בר כוכבא 15, בר כוכבא 13, בוגרשוב 64",1995,13/09/1995,5,,0,
270101,"נחמיה 10 א, הירקון 10 א, נחמיה 12",1980,15/01/1980,1,,3,
270230,"הירקון 23, זרובבל 7",1986,04/03/1986,0,,0,
270320,"הרב קוק 12, הירקון 32",1981,17/12/1981,1,,0,
270340,"הרב קוק 9, הירקון 34",1991,26/02/1991,5,,3,
270350,הירקון 35,1987,03/08/1987,2,,0,
270391,הירקון 39 א,1989,07/10/1989,3,,-,
270690,הירקון 69,1977,25/12/1977,,0,-,
270700,הירקון 70,1989,05/03/1989,3,,0,
271150,הירקון 115,1983,03/10/1983,2,,2,
271210,הירקון 121,1996,03/12/1996,2,,2,
271480,הירקון 148,1990,21/12/1990,3,,1,
271560,"עם ישראל חי 1, הירקון 156",1991,27/03/1991,2,,0,
272040,הירקון 204,1990,09/03/1990,,1,2,
272160,הירקון 216,1985,21/08/1985,3,,0,
340810,"הר ציון 19, מטלון 81",1994,17/05/1994,1,,-,
340890,מטלון 89,1993,30/08/1993,3,,0,
410140,בני ברק 14,1995,18/10/1995,3,,0,
440030,החשמל 3,1983,13/07/1983,6,,0,
440140,"בגין מנחם 13 ד, החשמל 14",1991,03/07/1991,7,,-,
440180,"החשמל 18, מקוה ישראל 25, בגין מנחם 17, החשמל 16, , ,",1994,17/01/1994,8,,0,
440190,האור 3,1977,24/05/1977,7,,0,
450080,לבונטין 8,1996,29/07/1996,8,,1,
500030,יבנה 3,1993,07/07/1993,3,,0,
500100,יבנה 10,1988,19/07/1988,,1,-,
530030,יפה בצלאל 3,1991,18/11/1991,0,,0,
540050,בגין מנחם 5,1977,25/02/1977,,0,0,
540130,"בגין מנחם 13, בגין מנחם 13",1991,14/07/1991,0,,-,
540290,"נחמני 67, בגין מנחם 29",1988,30/03/1988,3,,0,
540470,"צקלג 2, קרליבך 1, האחים ביילסקי 6, לינקולן 47, , , ,",1987,29/07/1987,,0,2,
540640,"1274 1, בגין מנחם 64",1992,17/11/1992,2,,0,
541500,בגין מנחם 150,1995,12/12/1995,4,,0,
550030,טיומקין 3,1993,31/08/1993,3,,0,
560110,נחמני 11,1992,05/06/1992,3,,2,
560120,נחמני 12,1982,14/07/1982,7,,0,
560140,נחמני 14,1990,11/08/1990,,0,2,
560170,נחמני 17,1991,19/08/1991,3,,0,
560190,נחמני 19,1989,14/12/1989,3,,-,
560470,נחמני 47,1990,03/05/1990,3,,2,
560490,"נחמני 49, נחמני 51",1992,18/03/1992,1,,0,
580050,נטר קרל 5,1993,23/06/1993,5,,-,
600030,יוחנן הסנדלר 3,1991,28/01/1991,1,,0,
600060,יוחנן הסנדלר 6,1989,09/03/1989,3,,0,
600120,יוחנן הסנדלר 12,1989,19/09/1989,,"0,2",3,
610030,יוסף הנשיא 3,1986,04/06/1986,,1,1,
610110,יוסף הנשיא 11,1987,30/09/1987,,0,2,
620090,אליוט ג'ורג' 9,1978,18/07/1978,0,,2,
620130,אליוט ג'ורג' 13,1989,01/03/1989,3,,1,
620160,אליוט ג'ורג' 16,1990,13/02/1990,3,,3,
650120,פיארברג 12,1981,04/01/1981,,0,2,
650260,פיארברג 26,1977,29/08/1977,0,,-,
650270,פיארברג 27,1985,14/05/1985,2,,2,
670080,"ביל""ו 8",1987,09/06/1987,,0,0,
670170,"ביל""ו 17",1992,25/05/1992,4,,3,
670400,"ביל""ו 40, החשמונאים 68",1979,28/03/1979,,0,1,
680030,לונץ 3,1988,02/11/1988,1,,0,
680070,לונץ 7,1981,13/05/1981,5,,0,
690050,החשמונאים 5,1989,29/08/1989,3,,0,
690140,"החשמונאים 14, חיות פרץ 13, החשמונאים 14 א",1991,30/11/1987,,0,3,
690220,החשמונאים 22,1985,06/03/1985,,1,0,
690260,החשמונאים 26,1983,03/01/1983,1,,3,
690530,החשמונאים 53,1993,18/08/1993,3,,0,
690810,"החשמונאים 81, קרית ספר 16, קרית ספר 14",1993,06/01/1993,,1,1,
690840,"החשמונאים 84, קרליבך 31",1996,08/07/1996,,1,0,
700140,כרמיה 14,1986,16/01/1986,,0,2,
750170,"בורוכוב 17, בורוכוב 21 א, מלצ'ט 54, בורוכוב 21",1988,17/05/1988,,0,1,
760240,חיות פרץ 24,1980,08/06/1980,,0,1,
760301,חיות פרץ 30 א,1993,21/09/1993,,0,-,
760310,"מיכ""ל 15, חיות פרץ 31",1992,26/02/1992,,"0,2",0,
770050,"מיכ""ל 5",1993,31/03/1993,,1,2,
770210,"מיכ""ל 21",1995,24/12/1995,,"0,2",2,
790080,רבנו תם 8,1979,23/05/1979,,0,1,
800250,"רש""י 25, רש""י 27",1992,12/03/1992,,0,2,
800570,"רש""י 57",1986,15/05/1986,,0,2,
830010,"ברנשטיין כהן 1, פינסקר 24",1986,01/02/1986,,0,1,
840201,טרומפלדור 20 א,1994,12/04/1994,2,,0,
840240,טרומפלדור 24,1994,28/08/1994,1,,0,
840360,"פינסקר 27, טרומפלדור 36",1990,05/03/1990,,"0,2",2,
840380,"טרומפלדור 38, פינסקר 26",1994,29/11/1994,,0,0,
840410,"טשרניחובסקי 37, טרומפלדור 41",1979,25/12/1979,2,,1,
850080,בר כוכבא 8,1990,12/09/1990,3,,0,
850670,בר כוכבא 67,1985,31/01/1985,2,,0,
860050,בוקי בן יגלי 5,1987,05/03/1987,,0,2,
860060,בוקי בן יגלי 6,1980,06/06/1980,,0,0,
870100,המליץ 10,1992,17/06/1992,,"0,2",0,
880060,פינסקר 6,1993,14/03/1993,3,,0,
920080,חובבי ציון 8,1978,27/02/1978,,0,-,
920160,חובבי ציון 16,1989,29/10/1989,2,,0,
920430,"חובבי ציון 43, חובבי ציון 43 א",1978,20/04/1978,1,,-,
930250,שלום עליכם 25,1984,29/02/1984,1,,0,
930270,שלום עליכם 27,1985,10/04/1985,0,,0,
930330,שלום עליכם 33,1991,14/04/1991,1,,0,
930370,שלום עליכם 37,1978,04/11/1978,,"0,2",0,
930390,שלום עליכם 39,1995,20/03/1995,0,,1,
930421,"שלום עליכם 42, שלום עליכם 42 א",1990,22/01/1990,7,,0,
930530,שלום עליכם 53,1987,23/01/1987,0,,1,
930560,שלום עליכם 56,1981,27/01/1981,,0,1,
940030,סירקין 3,1987,22/04/1987,1,,-,
940110,סירקין 11,1978,18/04/1978,1,,2,
940140,סירקין 14,1988,17/10/1988,,0,0,
940170,סירקין 17,1991,24/02/1991,,"0,2",0,
940210,סירקין 21,1980,26/11/1980,1,,2,
960120,פרישמן 12,1990,29/06/1990,4,,3,
960140,פרישמן 14,1993,29/07/1993,,0,3,
960200,פרישמן 20,1982,29/03/1982,,0,1,
960310,"פרישמן 31, מאפו 28, הוז דב 7, הוז דב 9, ,",1991,14/07/1991,3,,0,
960340,"הוז דב 8, פרישמן 34",1987,19/10/1987,6,,0,
960360,פרישמן 36,1995,22/11/1995,2,,0,
970270,"מאפו 27, הוז דב 15",1990,05/03/1990,,1,0,
980120,"סמולנסקין 12, סמולנסקין 14",1993,27/06/1993,,1,0,
990040,גורדון יהודה ליב 4,1991,15/01/1991,,"0,2",1,
990070,גורדון יהודה ליב 7,1992,12/01/1992,,1,0,
990110,גורדון יהודה ליב 11,1989,28/12/1989,3,,0,
990150,"גורדון יהודה ליב 15, רופין 18",1993,25/10/1993,5,,0,
990330,גורדון יהודה ליב 33,1986,10/02/1986,0,,0,
990350,גורדון יהודה ליב 35,1989,25/07/1989,2,,0,
990470,גורדון יהודה ליב 47,1979,22/03/1979,4,,-,
1000141,רופין 14 א,1988,27/12/1988,1,,-,
1000350,רופין 35,1980,04/03/1980,,1,2,
1000400,רופין 40,1977,26/10/1977,1,,-,
1010040,הכרם 4,1991,14/11/1991,1,,0,
1040010,"ארנון 1, ארנון 3",1982,24/02/1982,2,,1,
1040060,ארנון 6,1977,23/07/1977,1,,-,
1040150,ארנון 15,1992,30/12/1992,1,,0,
1080080,נס ציונה 8,1979,15/06/1979,0,,-,
1110220,"יונה הנביא 22, יונה הנביא 20, יונה הנביא 20 א",1990,29/11/1990,2,,0,
1110370,יונה הנביא 37,1991,12/05/1991,,1,2,
1120010,"הרברט סמואל 50, גאולה 1",1991,08/08/1991,,0,3,
1120040,גאולה 4,1978,21/11/1978,2,,1,
1120130,גאולה 13,1987,01/05/1987,,0,2,
1120160,גאולה 16,1992,15/06/1992,3,,0,
1130030,הרב קוק 3,1987,23/10/1987,,"0,2",1,
1130180,הרב קוק 18,1991,31/07/1991,,"0,2",1,
1130280,הרב קוק 28,1986,19/01/1986,2,,0,
1130360,הרב קוק 36,1993,09/01/1993,0,,0,
1130380,הרב קוק 38,1991,21/04/1991,2,,2,
1130390,"האר""י 7",1995,08/10/1995,,"0,2",0,
1150140,זרובבל 14,1994,16/11/1994,,"0,2",3,
1150160,"זרובבל 16 א, זרובבל 16, זרובבל 16, זרובבל 14 א",1981,14/04/1981,0,,2,
1160090,עזרא הסופר 9,1978,20/04/1978,,0,2,
1170130,נחמיה 13,1993,13/06/1993,,0,1,
1170140,נחמיה 14,1990,29/11/1990,,0,2,
1220060,"רבן גמליאל 6, האר""י 10",1986,06/05/1986,2,,0,
1220230,רבן גמליאל 23,1989,06/12/1989,6,,-,
1230160,"נחליאל 35 א, רבי מאיר 16, נחליאל 37",1995,26/11/1995,0,,0,
1230230,"רבי מאיר 25, גדרה 4, גדרה 6, גדרה 2,",1980,17/08/1980,0,,0,
1230260,"קאפח יחיה 36, קאפח יחיה 34, רבי מאיר 30, רבי מאיר 26,",1982,26/05/1982,2,,0,
1240180,"האר""י 18",1981,28/05/1981,0,,0,
1250030,"רבי מאיר 9, אלשיך 3, אלשיך 1",1988,02/03/1988,2,,0,
1260040,בית יוסף 4,1979,11/12/1979,1,,-,
1280030,"גדרה 3 א, גדרה 3",1990,13/09/1990,,1,0,
1280240,גדרה 24,1985,17/06/1985,1,,0,
1300080,"רבינוביץ שפ""ר 8",1978,09/04/1978,,0,0,
1310200,"התבור 20, יעב""ץ 18",1986,03/01/1986,,1,-,
1340051,אלחנן יצחק 5 א,1993,15/03/1993,6,,0,
1340270,"השחר 27, השחר 6, אלחנן יצחק 27",1990,03/01/1990,2,,0,
1360030,יבנאל 3,1989,30/11/1989,,"0,2",0,
1360220,"יבנאל 22, רבי יהודה חסיד 1",1977,23/10/1977,2,,0,
1370020,"כנרת 2 א, כנרת 2, מטולה 12",1987,06/12/1987,1,,0,
1370050,כנרת 5,1989,25/06/1989,2,,0,
1390210,"דגניה 19 א, דגניה 21",1996,14/11/1996,2,,0,
1390340,דגניה 34,1994,09/12/1994,0,,0,
1400190,"החרמון 19, פינס 12",1992,30/08/1992,1,,3,
1400220,החרמון 22,1992,11/02/1992,,0,3,
1400490,"החרמון 51, החרמון 49",1988,01/12/1988,2,,0,
1410020,"פינס 2, מטולה 10",1993,18/10/1993,2,,0,
1410220,פינס 22,1991,10/06/1991,,0,2,
1410280,"פינס 28, שרעבי 19, בוסתנאי 26, פינס 30",1993,28/02/1993,,1,2,
1450170,"שבזי 17, שלוש 15",1987,20/08/1987,,0,2,
1450180,שבזי 18,1986,09/03/1986,,0,2,
1450550,"שבזי 55, שבזי 7",1988,03/01/1988,2,,-,
1480060,מולכו שלמה 6,1991,22/02/1991,7,,1,
1500060,מטולה 6,1994,26/12/1994,0,,0,
1510210,"נוה שלום 12, אחווה 21, אלרואי 9",1993,18/08/1993,5,,0,
1510220,"בוסתנאי 3, אחווה 22, אלרואי 6, בוסתנאי 1, ,",1991,10/03/1991,,0,3,
1520280,"שלוש 28, יחיאלי 9",1986,08/12/1986,,1,0,
1520410,"שלוש 41, אילת 59",1978,30/03/1978,7,,0,
1540060,"חברת ש""ס 6",1988,20/03/1988,2,,-,
1540080,"חברת ש""ס 8",1988,01/11/1988,2,,0,
1620120,אמזלג 12,1993,11/11/1993,2,,0,
1630210,"שטיין 20, נוה צדק 39, שטיין 22, רוקח שמעון 21",1993,28/09/1993,,"1,2",3,
1640090,"כפר סבא 6, שטיין 9, כפר סבא 4",1986,04/10/1986,2,,1,
1640330,"שטיין 31, שטיין 33, כפר סבא 30, שטיין 33,",1984,17/08/1984,,1,0,
1670070,"אלרואי 10 א, בוסתנאי 7, בוסתנאי 9, אלרואי 10",1983,05/12/1983,,"0,2",1,
1690140,נוה שלום 14,1986,04/06/1986,,0,1,
1730330,הקישון 33,1995,01/11/1995,0,,0,
1750070,המשביר 7,1995,14/12/1995,3,,0,
1820040,"דה פיג'וטו 8, דה פיג'וטו 4, דה פיג'וטו 10, דה פיג'וטו 12, , , ,",1988,30/11/1988,0,,0,
1860060,ורבורג 6,1981,09/02/1981,1,,0,
1860090,"בן ציון 28, ורבורג 9",1989,18/05/1989,3,,0,
1870950,דיזנגוף 95,1996,03/03/1996,2,,1,
1871110,דיזנגוף 111,1990,18/03/1990,2,,1,
1871400,דיזנגוף 140,1984,19/07/1984,0,,0,
1872060,"ארלוזורוב 30, דיזנגוף 206",1994,21/06/1994,8,,0,
1872180,"דיזנגוף 218, התניא 2",1996,05/08/1996,,"1,2",2,
1890220,זמנהוף 22,1984,30/07/1984,0,,0,
1900180,יהושע בן נון 18,1991,03/10/1991,3,,0,
1900190,"יהושע בן נון 19, יהושע בן נון 21",1988,09/09/1988,0,,0,
1910360,"שלמה המלך 36, שלמה המלך 36 א",1995,06/12/1995,1,,2,
1910490,שלמה המלך 49,1989,12/06/1989,,1,0,
1930430,"ארלוזורוב 43, ארבע ארצות 1",1992,15/09/1992,1,,0,
1930660,"אד""ם הכהן 26, ארלוזורוב 66",1978,27/08/1978,3,,0,
1930820,ארלוזורוב 82,1992,17/08/1992,3,,0,
1930880,"ארלוזורוב 88, בן עזרא 21",1979,24/07/1979,3,,2,
1931110,"ארלוזורוב 111, תש""ח 2, ארלוזורוב 105, תש""ח 4,",1976,05/06/1976,,0,1,
1931410,ארלוזורוב 141,1990,16/05/1990,1,,1,
1931520,ארלוזורוב 152,1988,08/07/1988,1,,0,
1931540,ארלוזורוב 154,1981,30/10/1981,1,,2,
1931660,ארלוזורוב 166,1982,16/12/1982,,0,3,
1931960,"ארלוזורוב 196, דפנה 37",1991,07/03/1991,1,,-,
1940540,ז'בוטינסקי 54,1990,23/01/1990,3,,-,
1940600,"ז'בוטינסקי 60, וורמיזה 13, ז'בוטינסקי 64, ז'בוטינסקי 62, , ,",1990,28/06/1990,7,,3,
1940870,"ז'בוטינסקי 87, מוסנזון בן-ציון דר' 2",1989,01/08/1989,3,,-,
1941120,ז'בוטינסקי 112,1995,13/07/1995,7,,0,
1941160,"שרת משה 21, ז'בוטינסקי 116",1994,12/06/1994,3,,0,
1941380,"ז'בוטינסקי 138 א, ז'בוטינסקי 138, הלסינקי 25, ז'בוטינסקי 140",1990,14/02/1990,3,,0,
1960250,סוקולוב 25,1989,23/11/1989,1,,0,
1990090,ירמיהו 9,1995,20/11/1995,1,,-,
2040030,בן גוריון 3,1977,30/01/1977,0,,-,
2040190,בן גוריון 19,1991,06/05/1991,1,,0,
2040460,בן גוריון 46,1985,24/12/1985,,0,2,
2040520,בן גוריון 52,1980,25/11/1980,0,,0,
2040860,"גור אריה 1, בן גוריון 86",1978,09/08/1978,0,,0,
2390060,"קלונימוס 15, עזריה מן האדומים 6",1987,09/08/1987,2,,0,
2500110,זלטופולסקי 11,1978,13/03/1978,0,,0,
